  ps    clock         instruction             pcout         s_regDout         s_regSout         s_regAout    c_muxALUI_A    c_muxSD_ALU              outM    writeM               inM
   0        1  100000011000000010  0000000000001001  0000000000111000  0000000000000000  0000000000010101              1              0  0000000000111000         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000111000  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000111000  0000000000000000  0000000000010101              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000111000  0000000000000000  0000000000010000              1              0  0000000000111000         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000111000  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000111000  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000111000  0000000000000000  0000000000000101              1              0  0000000000111000         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000111000  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000111000  0000000000000000  0000000000000101              1              0  0000000000110111         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000110111  0000000000000000  0000000000000101              1              0  0000000000110110         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000110110  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000110110  0000000000000000  0000000000010101              1              0  0000000000110110         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000110110  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000110110  0000000000000000  0000000000010101              0              0  0000000000010100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000110110  0000000000000000  0000000000010000              1              0  0000000000110110         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000110110  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000110110  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000110110  0000000000000000  0000000000000101              1              0  0000000000110110         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000110110  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000110110  0000000000000000  0000000000000101              1              0  0000000000110101         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000110101  0000000000000000  0000000000000101              1              0  0000000000110100         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000110100  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000110100  0000000000000000  0000000000010101              1              0  0000000000110100         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000110100  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000110100  0000000000000000  0000000000010101              0              0  0000000000010100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000110100  0000000000000000  0000000000010000              1              0  0000000000110100         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000110100  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000110100  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000110100  0000000000000000  0000000000000101              1              0  0000000000110100         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000110100  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000110100  0000000000000000  0000000000000101              1              0  0000000000110011         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000110011  0000000000000000  0000000000000101              1              0  0000000000110010         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000110010  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000110010  0000000000000000  0000000000010101              1              0  0000000000110010         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000110010  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000110010  0000000000000000  0000000000010101              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000110010  0000000000000000  0000000000010000              1              0  0000000000110010         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000110010  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000110010  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000110010  0000000000000000  0000000000000101              1              0  0000000000110010         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000110010  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000110010  0000000000000000  0000000000000101              1              0  0000000000110001         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000110001  0000000000000000  0000000000000101              1              0  0000000000110000         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000110000  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000110000  0000000000000000  0000000000010101              1              0  0000000000110000         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000110000  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000110000  0000000000000000  0000000000010101              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000110000  0000000000000000  0000000000010000              1              0  0000000000110000         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000110000  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000110000  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000110000  0000000000000000  0000000000000101              1              0  0000000000110000         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000110000  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000110000  0000000000000000  0000000000000101              1              0  0000000000101111         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000101111  0000000000000000  0000000000000101              1              0  0000000000101110         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000101110  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000101110  0000000000000000  0000000000010101              1              0  0000000000101110         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000101110  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000101110  0000000000000000  0000000000010101              0              0  0000000000000100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000101110  0000000000000000  0000000000010000              1              0  0000000000101110         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000101110  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000101110  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000101110  0000000000000000  0000000000000101              1              0  0000000000101110         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000101110  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000101110  0000000000000000  0000000000000101              1              0  0000000000101101         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000101101  0000000000000000  0000000000000101              1              0  0000000000101100         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000101100  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000101100  0000000000000000  0000000000010101              1              0  0000000000101100         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000101100  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000101100  0000000000000000  0000000000010101              0              0  0000000000000100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000101100  0000000000000000  0000000000010000              1              0  0000000000101100         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000101100  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000101100  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000101100  0000000000000000  0000000000000101              1              0  0000000000101100         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000101100  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000101100  0000000000000000  0000000000000101              1              0  0000000000101011         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000101011  0000000000000000  0000000000000101              1              0  0000000000101010         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000101010  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000101010  0000000000000000  0000000000010101              1              0  0000000000101010         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000101010  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000101010  0000000000000000  0000000000010101              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000101010  0000000000000000  0000000000010000              1              0  0000000000101010         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000101010  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000101010  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000101010  0000000000000000  0000000000000101              1              0  0000000000101010         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000101010  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000101010  0000000000000000  0000000000000101              1              0  0000000000101001         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000101001  0000000000000000  0000000000000101              1              0  0000000000101000         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000101000  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000101000  0000000000000000  0000000000010101              1              0  0000000000101000         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000101000  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000101000  0000000000000000  0000000000010101              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000101000  0000000000000000  0000000000010000              1              0  0000000000101000         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000101000  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000101000  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000101000  0000000000000000  0000000000000101              1              0  0000000000101000         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000101000  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000101000  0000000000000000  0000000000000101              1              0  0000000000100111         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000100111  0000000000000000  0000000000000101              1              0  0000000000100110         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000100110  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000100110  0000000000000000  0000000000010101              1              0  0000000000100110         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000100110  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000100110  0000000000000000  0000000000010101              0              0  0000000000000100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000100110  0000000000000000  0000000000010000              1              0  0000000000100110         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000100110  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000100110  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000100110  0000000000000000  0000000000000101              1              0  0000000000100110         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000100110  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000100110  0000000000000000  0000000000000101              1              0  0000000000100101         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000100101  0000000000000000  0000000000000101              1              0  0000000000100100         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000100100  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000100100  0000000000000000  0000000000010101              1              0  0000000000100100         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000100100  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000100100  0000000000000000  0000000000010101              0              0  0000000000000100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000100100  0000000000000000  0000000000010000              1              0  0000000000100100         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000100100  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000100100  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000100100  0000000000000000  0000000000000101              1              0  0000000000100100         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000100100  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000100100  0000000000000000  0000000000000101              1              0  0000000000100011         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000100011  0000000000000000  0000000000000101              1              0  0000000000100010         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000100010  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000100010  0000000000000000  0000000000010101              1              0  0000000000100010         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000100010  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000100010  0000000000000000  0000000000010101              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000100010  0000000000000000  0000000000010000              1              0  0000000000100010         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000100010  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000100010  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000100010  0000000000000000  0000000000000101              1              0  0000000000100010         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000100010  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000100010  0000000000000000  0000000000000101              1              0  0000000000100001         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000100001  0000000000000000  0000000000000101              1              0  0000000000100000         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000100000  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000100000  0000000000000000  0000000000010101              1              0  0000000000100000         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000100000  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000100000  0000000000000000  0000000000010101              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000100000  0000000000000000  0000000000010000              1              0  0000000000100000         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000100000  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000100000  0000000000000000  0000000000010000              0              0  0000000000000000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000100000  0000000000000000  0000000000000101              1              0  0000000000100000         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000100000  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000100000  0000000000000000  0000000000000101              1              0  0000000000011111         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000011111  0000000000000000  0000000000000101              1              0  0000000000011110         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000011110  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000011110  0000000000000000  0000000000010101              1              0  0000000000011110         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000011110  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000011110  0000000000000000  0000000000010101              0              0  0000000000010100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000011110  0000000000000000  0000000000010000              1              0  0000000000011110         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000011110  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000011110  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000011110  0000000000000000  0000000000000101              1              0  0000000000011110         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000011110  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000011110  0000000000000000  0000000000000101              1              0  0000000000011101         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000011101  0000000000000000  0000000000000101              1              0  0000000000011100         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000011100  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000011100  0000000000000000  0000000000010101              1              0  0000000000011100         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000011100  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000011100  0000000000000000  0000000000010101              0              0  0000000000010100         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000011100  0000000000000000  0000000000010000              1              0  0000000000011100         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000011100  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000011100  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000011100  0000000000000000  0000000000000101              1              0  0000000000011100         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000011100  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000011100  0000000000000000  0000000000000101              1              0  0000000000011011         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000011011  0000000000000000  0000000000000101              1              0  0000000000011010         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000011010  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000011010  0000000000000000  0000000000010101              1              0  0000000000011010         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000011010  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000011010  0000000000000000  0000000000010101              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000011010  0000000000000000  0000000000010000              1              0  0000000000011010         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000011010  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000011010  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000011010  0000000000000000  0000000000000101              1              0  0000000000011010         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000011010  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000011010  0000000000000000  0000000000000101              1              0  0000000000011001         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000011001  0000000000000000  0000000000000101              1              0  0000000000011000         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000011000  0000000000000000  0000000000000101              0              0  0000000000000000         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000011000  0000000000000000  0000000000010101              1              0  0000000000011000         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000011000  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000010000  0000000000001011  0000000000011000  0000000000000000  0000000000010101              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000100  0000000000001100  0000000000011000  0000000000000000  0000000000010000              1              0  0000000000011000         0  0000000000000000
   0        1  100001010100000000  0000000000001101  0000000000011000  0000000000000000  0000000000010000              1              0  0000000000000000         0  0000000000000000
   0        1  000000000000000101  0000000000001110  0000000000011000  0000000000000000  0000000000010000              0              0  0000000000010000         0  0000000000000000
   0        1  100000011000000111  0000000000001111  0000000000011000  0000000000000000  0000000000000101              1              0  0000000000011000         0  0000000001000000
   0        1  100001010100000000  0000000000000101  0000000000011000  0000000000000000  0000000000000101              1              0  0000000000000000         0  0000000001000000
   0        1  100000011100010000  0000000000000110  0000000000011000  0000000000000000  0000000000000101              1              0  0000000000010111         0  0000000001000000
   0        1  100000011100010000  0000000000000111  0000000000010111  0000000000000000  0000000000000101              1              0  0000000000010110         0  0000000001000000
   0        1  000000000000010101  0000000000001000  0000000000010110  0000000000000000  0000000000000101              0              0  0000000000000100         0  0000000001000000
   0        1  100000011000000010  0000000000001001  0000000000010110  0000000000000000  0000000000010101              1              0  0000000000010110         0  0000000000000000
   0        1  100001010100000000  0000000000001010  0000000000010110  0000000000000000  0000000000010101              1              0  0000000000000000         0  0000000000000000
